latitude,longitude,depth,datetime,magnitude,event_id
-15.28,-70.93,13,2016-12-01T22:40:31,6.2,20161201_224031.a
-7.07,131.78,19,2016-11-30T02:42:18,5.62,20161130_024218.a
-41.73,88.57,14,2016-11-28T08:07:26,5.6,20161128_080726.a
39.27,74.14,19,2016-11-25T14:24:37,6.64,20161125_142437.a
11.83,-89.2,12,2016-11-24T18:43:53,6.93,20161124_184353.a
37.19,141.28,12,2016-11-23T21:23:39,5.83,20161123_212339.a
-40.79,177.58,12,2016-11-22T00:19:50,6.01,20161122_001950.a
37.31,141.46,12,2016-11-21T20:59:58,6.93,20161121_205958.a
-53.78,140.68,15,2016-11-21T08:31:42,5.54,20161121_083142.a
-28.29,-176.9,51,2016-11-18T20:54:56,5.53,20161118_205456.a
-9.14,113.18,106,2016-11-16T15:10:13,5.71,20161116_151013.a
-20.36,-172.88,47,2016-11-16T00:30:34,5.77,20161116_003034.a
-41.75,174.25,19,2016-11-14T07:21:09,5.51,20161114_072109.a
-42.32,173.74,19,2016-11-14T06:47:57,5.65,20161114_064757.a
51.0,178.86,21,2016-11-14T02:12:20,5.71,20161114_021220.a
-42.44,173.07,12,2016-11-14T00:34:31,6.38,20161114_003431.a
-42.28,173.86,12,2016-11-13T19:29:02,5.72,20161113_192902.a
-42.03,173.85,19,2016-11-13T11:03:53,7.82,20161113_110353.a
5.91,-82.67,24,2016-11-12T20:08:50,5.68,20161112_200850.a
38.46,141.76,54,2016-11-11T21:43:05,6.16,20161111_214305.a
-49.98,114.25,12,2016-11-10T12:24:14,5.78,20161110_122414.a
-36.66,-73.71,20,2016-11-08T04:55:50,5.97,20161108_045550.a
-57.99,148.13,12,2016-11-08T03:09:29,5.74,20161108_030929.a
-8.32,104.83,42,2016-11-07T21:31:30,5.78,20161107_213130.a
-35.06,-70.98,96,2016-11-04T16:20:49,6.32,20161104_162049.a
-6.35,148.72,46,2016-11-01T19:03:34,5.98,20161101_190334.a
20.72,61.56,12,2016-10-31T16:02:41,5.52,20161031_160241.a
3.37,-74.63,43,2016-10-31T00:20:15,5.57,20161031_002015.a
42.75,13.16,12,2016-10-30T06:40:24,6.59,20161030_064024.a
-4.93,153.09,53,2016-10-28T05:26:58,5.87,20161028_052658.a
-33.83,-72.75,12,2016-10-27T20:33:02,5.97,20161027_203302.a
53.55,-163.11,17,2016-10-27T11:53:22,5.86,20161027_115322.a
1.4,125.88,68,2016-10-27T08:17:52,5.78,20161027_081752.a
-1.2,-15.44,17,2016-10-27T01:03:16,5.61,20161027_010316.a
42.88,13.11,12,2016-10-26T19:18:11,6.07,20161026_191811.a
42.81,13.13,12,2016-10-26T17:10:39,5.52,20161026_171039.a
-15.45,-174.95,12,2016-10-26T05:19:55,6.04,20161026_051955.a
-15.38,-175.05,12,2016-10-25T16:10:09,5.83,20161025_161009.a
-35.97,-102.73,15,2016-10-24T01:55:08,5.59,20161024_015508.a
19.0,-104.66,19,2016-10-23T22:59:33,5.52,20161023_225933.a
44.07,148.26,35,2016-10-23T20:25:29,5.89,20161023_202529.a
35.4,133.72,16,2016-10-21T05:07:27,6.24,20161021_050727.a
13.44,-44.81,12,2016-10-20T00:09:30,5.72,20161020_000930.a
32.79,94.95,21,2016-10-17T07:14:49,5.99,20161017_071449.a
-6.25,148.92,52,2016-10-17T06:15:05,6.74,20161017_061505.a
39.57,20.59,30,2016-10-15T20:14:51,5.53,20161015_201451.a
-5.54,153.52,20,2016-10-12T03:21:28,5.63,20161012_032128.a
-15.34,-175.14,12,2016-10-10T08:35:15,5.59,20161010_083515.a
-37.23,178.8,26,2016-10-08T19:41:22,5.76,20161008_194122.a
-36.16,-100.84,19,2016-10-08T04:37:43,5.58,20161008_043743.a
-3.89,-103.94,17,2016-10-06T20:57:12,5.61,20161006_205712.a
22.62,121.34,26,2016-10-06T15:52:02,5.82,20161006_155202.a
7.3,-34.33,15,2016-10-05T20:53:45,5.7,20161005_205345.a
27.86,142.13,43,2016-10-04T14:00:50,5.74,20161004_140050.a
-23.8,-175.03,19,2016-10-01T00:33:07,5.61,20161001_003307.a
27.35,128.63,41,2016-09-26T05:19:59,5.72,20160926_051959.a
-32.51,-177.79,22,2016-09-25T04:28:46,5.52,20160925_042846.a
-1.83,140.56,17,2016-09-24T11:09:45,5.62,20160924_110945.a
-1.88,140.58,12,2016-09-24T11:04:32,5.89,20160924_110432.a
-32.42,-177.7,21,2016-09-24T04:02:20,5.53,20160924_040220.a
45.79,26.61,84,2016-09-23T23:11:22,5.71,20160923_231122.a
6.55,126.49,63,2016-09-23T22:53:11,6.3,20160923_225311.a
34.47,141.74,12,2016-09-23T00:14:39,6.16,20160923_001439.a
-21.29,33.38,12,2016-09-22T20:06:14,5.56,20160922_200614.a
30.53,142.09,12,2016-09-20T16:21:20,5.99,20160920_162120.a
-1.87,140.58,12,2016-09-18T07:17:40,5.76,20160918_071740.a
-15.93,167.31,42,2016-09-17T02:32:01,5.85,20160917_023201.a
-1.92,140.61,12,2016-09-17T01:20:20,5.95,20160917_012020.a
-29.21,60.76,12,2016-09-16T18:38:07,5.51,20160916_183807.a
12.51,-86.68,12,2016-09-15T05:57:28,5.7,20160915_055728.a
-9.48,159.07,20,2016-09-14T07:25:03,5.99,20160914_072503.a
7.34,-76.29,24,2016-09-14T01:58:35,5.95,20160914_015835.a
35.79,129.12,20,2016-09-12T11:32:57,5.51,20160912_113257.a
-28.76,-112.6,13,2016-09-12T06:52:00,5.83,20160912_065200.a
-1.05,31.48,36,2016-09-10T12:27:33,5.88,20160910_122733.a
36.35,141.13,40,2016-09-09T11:53:19,5.51,20160909_115319.a
-54.51,158.47,14,2016-09-08T21:46:28,6.05,20160908_214628.a
54.69,168.65,12,2016-09-07T20:07:39,5.5,20160907_200739.a
-10.88,165.67,46,2016-09-06T04:13:34,5.6,20160906_041334.a
54.76,168.39,14,2016-09-05T22:54:10,6.2,20160905_225410.a
-37.07,178.85,20,2016-09-05T15:19:06,5.82,20160905_151906.a
8.38,125.85,19,2016-09-04T02:38:13,5.77,20160904_023813.a
36.54,-96.86,18,2016-09-03T12:02:47,5.74,20160903_120247.a
40.47,-125.65,23,2016-09-03T03:28:00,5.66,20160903_032800.a
-37.5,178.69,18,2016-09-01T20:06:19,5.84,20160901_200619.a
0.32,98.5,45,2016-09-01T20:04:18,5.68,20160901_200418.a
-37.37,178.88,37,2016-09-01T19:18:38,5.85,20160901_191838.a
-37.19,179.03,28,2016-09-01T16:38:15,7.07,20160901_163815.a
-37.09,179.05,27,2016-08-31T22:04:40,5.81,20160831_220440.a
0.13,-17.72,27,2016-08-29T04:30:18,7.1,20160829_043018.a
-3.44,99.8,45,2016-08-24T13:48:49,5.73,20160824_134849.a
20.79,94.58,88,2016-08-24T10:34:58,6.76,20160824_103458.a
42.68,13.15,12,2016-08-24T02:33:32,5.57,20160824_023332.a
42.64,13.22,12,2016-08-24T01:36:36,6.2,20160824_013636.a
-55.23,-31.59,23,2016-08-21T03:45:28,6.1,20160821_034528.a
40.3,143.79,15,2016-08-20T15:58:08,5.94,20160820_155808.a
40.33,143.91,12,2016-08-20T09:01:30,6.01,20160820_090130.a
-55.1,-31.97,21,2016-08-19T20:37:22,5.58,20160819_203722.a
-55.09,-31.92,12,2016-08-19T17:33:47,5.78,20160819_173347.a
-55.16,-31.41,22,2016-08-19T07:32:38,7.46,20160819_073238.a
-55.97,-123.63,13,2016-08-18T18:09:48,6.03,20160818_180948.a
-19.76,148.79,12,2016-08-18T04:30:11,5.7,20160818_043011.a
-15.68,-71.67,22,2016-08-15T02:59:03,5.53,20160815_025903.a
51.44,179.56,67,2016-08-14T16:28:58,5.63,20160814_162858.a
50.45,142.3,12,2016-08-14T11:15:17,5.76,20160814_111517.a
-22.56,173.07,22,2016-08-12T01:26:45,7.17,20160812_012645.a
-58.98,-24.94,51,2016-08-02T07:32:34,5.56,20160802_073234.a
-23.84,82.63,12,2016-08-01T07:42:53,5.58,20160801_074253.a
-56.24,-27.19,109,2016-07-31T11:33:24,5.91,20160731_113324.a
-7.11,155.62,48,2016-07-30T13:19:12,5.57,20160730_131912.a
-44.62,-79.48,20,2016-07-27T01:25:18,5.88,20160727_012518.a
-15.98,167.34,39,2016-07-26T08:04:23,5.74,20160726_080423.a
-0.09,-18.63,28,2016-07-26T05:49:24,5.97,20160726_054924.a
-3.69,151.31,12,2016-07-25T19:50:03,5.53,20160725_195003.a
-2.97,148.18,12,2016-07-25T19:38:50,6.41,20160725_193850.a
-26.15,-70.63,88,2016-07-25T17:26:52,6.06,20160725_172652.a
-49.48,126.37,12,2016-07-25T09:00:27,5.57,20160725_090027.a
-49.52,126.5,12,2016-07-25T08:58:30,5.75,20160725_085830.a
0.97,-28.77,23,2016-07-24T14:10:55,5.83,20160724_141055.a
-15.14,-173.42,56,2016-07-23T20:09:29,5.87,20160723_200929.a
-6.77,101.26,18,2016-07-23T07:41:47,5.5,20160723_074147.a
-23.9,-175.36,22,2016-07-21T16:28:53,5.52,20160721_162853.a
-7.47,155.11,13,2016-07-21T05:45:44,5.5,20160721_054544.a
-30.27,-72.29,14,2016-07-19T05:18:44,5.7,20160719_051844.a
35.24,-35.41,23,2016-07-15T18:02:53,5.63,20160715_180253.a
41.64,-29.29,12,2016-07-14T08:36:30,5.57,20160714_083630.a
-27.94,-176.18,18,2016-07-13T13:04:29,5.85,20160713_130429.a
-28.07,-176.15,22,2016-07-13T12:18:39,5.91,20160713_121839.a
-28.05,-176.27,18,2016-07-13T12:11:17,6.36,20160713_121117.a
-27.96,-176.3,14,2016-07-13T11:57:05,5.95,20160713_115705.a
-6.58,147.67,64,2016-07-12T08:48:50,5.56,20160712_084850.a
0.58,-80.0,30,2016-07-11T02:11:10,6.34,20160711_021110.a
0.48,-80.06,34,2016-07-11T02:01:12,5.93,20160711_020112.a
-15.06,-172.95,16,2016-07-10T13:44:48,5.93,20160710_134448.a
-15.02,-172.97,15,2016-07-10T13:42:00,5.8,20160710_134200.a
-35.88,-103.16,20,2016-07-10T02:32:46,5.6,20160710_023246.a
-56.96,-141.55,23,2016-07-06T01:02:05,5.82,20160706_010205.a
-10.55,164.78,59,2016-07-04T09:25:43,5.85,20160704_092543.a
-16.02,167.36,38,2016-06-30T11:30:37,5.95,20160630_113037.a
-14.53,166.44,12,2016-06-28T22:46:51,5.77,20160628_224651.a
16.54,-97.91,21,2016-06-27T20:50:35,5.57,20160627_205035.a
37.08,142.24,22,2016-06-26T22:57:11,5.66,20160626_225711.a
39.47,73.43,17,2016-06-26T11:17:19,6.44,20160626_111719.a
53.92,-35.25,12,2016-06-25T17:54:21,5.51,20160625_175421.a
23.52,123.33,20,2016-06-23T21:05:32,5.8,20160623_210532.a
22.74,-44.95,12,2016-06-21T16:26:38,6.14,20160621_162638.a
-20.04,168.55,30,2016-06-20T03:51:02,5.94,20160620_035102.a
20.22,121.12,35,2016-06-19T18:20:53,5.57,20160619_182053.a
-20.27,168.6,20,2016-06-19T09:47:32,6.34,20160619_094732.a
-11.62,166.06,50,2016-06-17T21:26:20,5.65,20160617_212620.a
-20.37,168.7,24,2016-06-16T13:46:34,5.63,20160616_134634.a
-20.39,168.69,28,2016-06-16T10:31:23,5.61,20160616_103123.a
-62.39,165.52,20,2016-06-15T06:58:36,5.57,20160615_065836.a
26.88,130.25,12,2016-06-14T15:02:01,5.6,20160614_150201.a
26.95,130.25,12,2016-06-13T04:21:45,5.57,20160613_042145.a
-4.41,-104.98,15,2016-06-13T00:59:41,5.69,20160613_005941.a
-16.65,-177.2,16,2016-06-10T18:29:59,5.8,20160610_182959.a
-7.29,-13.46,17,2016-06-10T09:26:57,5.58,20160610_092657.a
-8.61,160.69,35,2016-06-10T04:17:46,6.11,20160610_041746.a
12.92,-87.13,14,2016-06-10T03:25:26,6.11,20160610_032526.a
-11.3,116.29,32,2016-06-09T04:13:11,6.06,20160609_041311.a
-3.87,-104.39,15,2016-06-08T08:31:44,5.83,20160608_083144.a
1.41,126.35,31,2016-06-07T19:15:19,6.36,20160607_191519.a
18.43,-105.33,12,2016-06-07T10:51:40,6.27,20160607_105140.a
-30.13,-177.64,49,2016-06-06T02:35:35,6.03,20160606_023535.a
-17.83,-172.66,15,2016-06-05T22:33:58,5.55,20160605_223358.a
-29.45,-72.03,36,2016-06-05T05:51:16,5.77,20160605_055116.a
0.33,126.26,22,2016-06-04T10:44:13,5.5,20160604_104413.a
18.12,-105.89,16,2016-06-02T02:23:08,5.76,20160602_022308.a
-2.18,100.57,29,2016-06-01T22:56:05,6.67,20160601_225605.a
-30.35,-177.85,62,2016-06-01T15:37:26,5.54,20160601_153726.a
55.55,-158.44,46,2016-05-31T20:51:25,5.75,20160531_205125.a
47.58,154.49,28,2016-05-31T10:04:05,5.86,20160531_100405.a
-30.25,-177.85,58,2016-05-30T07:14:20,5.61,20160530_071420.a
-56.24,-26.5,69,2016-05-28T09:47:08,7.18,20160528_094708.a
26.94,130.2,14,2016-05-27T03:44:33,5.87,20160527_034433.a
34.92,26.28,16,2016-05-25T08:36:15,5.65,20160525_083615.a
-25.61,129.94,12,2016-05-20T18:14:07,6.03,20160520_181407.a
0.3,-80.02,34,2016-05-18T16:46:49,6.87,20160518_164649.a
0.43,-80.04,28,2016-05-18T07:57:08,6.7,20160518_075708.a
-22.56,172.99,15,2016-05-16T00:41:56,5.79,20160516_004156.a
8.56,-103.04,12,2016-05-14T18:21:08,5.72,20160514_182108.a
30.69,66.57,22,2016-05-13T07:01:08,5.63,20160513_070108.a
24.76,122.05,12,2016-05-12T04:29:56,5.67,20160512_042956.a
24.71,121.93,12,2016-05-12T03:17:16,5.82,20160512_031716.a
16.61,-97.79,24,2016-05-08T07:34:03,5.87,20160508_073403.a
18.44,-105.5,12,2016-05-07T00:18:37,5.55,20160507_001837.a
-8.94,-108.28,17,2016-05-05T11:01:48,5.66,20160505_110148.a
13.93,51.64,21,2016-05-05T07:01:47,5.6,20160505_070147.a
-14.92,166.72,36,2016-05-04T14:36:27,5.7,20160504_143627.a
-56.1,-144.08,15,2016-05-03T02:35:03,5.59,20160503_023503.a
43.66,147.65,74,2016-05-03T00:00:53,5.73,20160503_000053.a
-6.16,-107.28,15,2016-05-02T12:17:17,5.57,20160502_121717.a
-16.29,167.14,14,2016-04-30T08:35:48,5.77,20160430_083548.a
10.42,-103.9,15,2016-04-29T01:33:42,6.61,20160429_013342.a
-16.05,167.26,34,2016-04-28T19:33:33,6.97,20160428_193333.a
24.17,121.69,17,2016-04-27T15:17:15,5.53,20160427_151715.a
14.55,-93.39,22,2016-04-27T12:51:23,5.98,20160427_125123.a
14.45,-93.38,17,2016-04-25T07:07:11,5.97,20160425_070711.a
-17.62,-172.95,32,2016-04-24T22:24:40,5.67,20160424_222440.a
-59.53,-26.75,12,2016-04-24T08:38:07,5.54,20160424_083807.a
0.69,-80.56,12,2016-04-23T01:24:35,5.67,20160423_012435.a
-0.38,-80.85,15,2016-04-22T03:20:16,5.88,20160422_032016.a
-0.34,-80.76,13,2016-04-22T03:03:44,6.01,20160422_030344.a
37.81,141.77,48,2016-04-20T12:19:47,5.93,20160420_121947.a
13.27,-55.91,41,2016-04-20T10:51:44,5.62,20160420_105144.a
0.57,-80.36,22,2016-04-20T08:35:12,6.06,20160420_083512.a
0.62,-80.57,12,2016-04-20T08:33:50,6.04,20160420_083350.a
0.5,-80.28,14,2016-04-19T22:22:29,5.68,20160419_222229.a
-55.59,-27.05,21,2016-04-19T05:25:47,6.26,20160419_052547.a
-19.44,169.0,91,2016-04-18T13:06:14,5.94,20160418_130614.a
33.0,131.12,13,2016-04-18T11:42:02,5.51,20160418_114202.a
-58.14,-24.63,37,2016-04-17T19:33:49,5.55,20160417_193349.a
-0.3,-81.03,18,2016-04-17T09:23:43,5.7,20160417_092343.a
-23.68,-174.09,20,2016-04-17T07:31:01,5.89,20160417_073101.a
-0.51,-80.7,37,2016-04-17T07:14:03,5.99,20160417_071403.a
-0.12,-80.25,22,2016-04-16T23:58:57,7.78,20160416_235857.a
32.84,130.77,13,2016-04-15T16:25:15,7.04,20160415_162515.a
13.49,-92.67,12,2016-04-15T14:11:28,6.02,20160415_141128.a
2.06,126.98,109,2016-04-15T04:50:12,5.59,20160415_045012.a
-14.34,166.38,12,2016-04-14T21:50:31,6.28,20160414_215031.a
32.71,130.69,12,2016-04-14T15:03:50,5.98,20160414_150350.a
32.77,130.74,15,2016-04-14T12:26:40,6.17,20160414_122640.a
-14.38,166.37,12,2016-04-14T12:17:08,5.92,20160414_121708.a
53.71,161.2,44,2016-04-14T03:06:14,5.83,20160414_030614.a
7.84,121.94,24,2016-04-13T18:21:55,5.97,20160413_182155.a
-3.66,-103.96,14,2016-04-12T03:22:50,5.83,20160412_032250.a
51.86,176.7,21,2016-04-11T20:10:38,5.64,20160411_201038.a
51.08,179.58,18,2016-04-10T19:34:05,5.62,20160410_193405.a
-4.42,102.05,48,2016-04-10T02:14:37,5.71,20160410_021437.a
-13.92,166.54,32,2016-04-07T03:32:59,6.64,20160407_033259.a
-8.41,107.42,42,2016-04-06T14:45:35,6.05,20160406_144535.a
-14.15,166.51,26,2016-04-06T07:57:39,5.97,20160406_075739.a
-14.06,166.59,32,2016-04-06T06:58:54,6.67,20160406_065854.a
4.21,126.63,30,2016-04-05T08:29:39,5.92,20160405_082939.a
-14.27,166.66,35,2016-04-03T08:23:59,6.82,20160403_082359.a
57.22,-157.66,12,2016-04-02T05:50:08,6.22,20160402_055008.a
-3.35,144.92,12,2016-04-01T19:25:04,6.16,20160401_192504.a
33.22,136.45,19,2016-04-01T02:39:11,5.91,20160401_023911.a
52.06,-168.54,16,2016-03-28T17:15:00,5.6,20160328_171500.a
52.11,-168.63,19,2016-03-27T18:01:35,5.72,20160327_180135.a
-2.76,68.01,12,2016-03-26T03:24:25,5.72,20160326_032425.a
27.62,66.13,17,2016-03-21T14:48:53,5.68,20160321_144853.a
54.3,163.15,38,2016-03-20T22:50:26,6.39,20160320_225026.a
18.07,-60.69,38,2016-03-19T11:26:37,6.04,20160319_112637.a
11.76,-89.16,12,2016-03-19T10:24:47,5.57,20160319_102447.a
51.4,-174.13,16,2016-03-19T01:35:15,6.05,20160319_013515.a
-12.58,166.22,40,2016-03-18T12:49:16,5.5,20160318_124916.a
-4.68,153.04,45,2016-03-18T00:31:28,5.62,20160318_003128.a
4.68,125.04,15,2016-03-16T13:09:54,5.56,20160316_130954.a
-52.62,19.26,12,2016-03-14T23:25:41,5.74,20160314_232541.a
-56.46,-26.61,93,2016-03-14T07:26:44,5.65,20160314_072644.a
51.38,-173.82,16,2016-03-12T18:06:50,6.38,20160312_180650.a
51.46,-173.94,16,2016-03-12T13:23:42,5.65,20160312_132342.a
-15.16,-173.37,55,2016-03-08T05:36:34,6.01,20160308_053634.a
-3.25,148.79,16,2016-03-03T21:58:04,5.55,20160303_215804.a
-3.29,148.87,12,2016-03-03T21:47:54,5.85,20160303_214754.a
-4.7,94.48,12,2016-03-03T00:10:52,5.66,20160303_001052.a
-4.75,94.22,37,2016-03-02T12:50:05,7.78,20160302_125005.a
-33.03,-178.02,18,2016-03-01T09:26:49,5.62,20160301_092649.a
-51.75,139.61,14,2016-02-27T21:29:47,6.08,20160227_212947.a
-62.14,154.9,15,2016-02-26T01:49:41,5.62,20160226_014941.a
-62.86,145.0,12,2016-02-23T18:08:49,5.84,20160223_180849.a
-30.56,-72.26,12,2016-02-22T06:37:08,6.02,20160222_063708.a
24.54,142.53,36,2016-02-21T21:26:47,5.66,20160221_212647.a
-56.28,-27.09,116,2016-02-18T01:07:15,5.67,20160218_010715.a
0.84,128.98,16,2016-02-17T17:26:05,6.09,20160217_172605.a
-55.74,-124.57,20,2016-02-16T23:48:39,6.12,20160216_234839.a
-16.59,-73.91,34,2016-02-16T10:46:34,5.67,20160216_104634.a
-49.03,164.03,18,2016-02-15T19:28:10,5.97,20160215_192810.a
-21.04,-175.53,20,2016-02-15T15:02:40,6.03,20160215_150240.a
-43.48,172.54,12,2016-02-14T00:13:48,5.69,20160214_001348.a
-11.14,162.62,14,2016-02-12T20:56:53,5.53,20160212_205653.a
-9.87,119.35,38,2016-02-12T10:02:29,6.24,20160212_100229.a
-30.62,-71.9,36,2016-02-10T00:33:11,6.36,20160210_003311.a
-6.83,154.57,41,2016-02-08T16:19:17,6.42,20160208_161917.a
-15.2,-173.18,68,2016-02-07T02:03:45,5.78,20160207_020345.a
-16.84,174.78,23,2016-02-06T01:39:24,5.66,20160206_013924.a
22.94,120.43,17,2016-02-05T19:57:31,6.41,20160205_195731.a
-7.15,155.0,21,2016-01-31T23:23:51,5.51,20160131_232351.a
-63.14,169.7,12,2016-01-31T17:39:03,6.0,20160131_173903.a
-2.98,147.01,12,2016-01-31T02:50:08,5.58,20160131_025008.a
-3.22,147.0,12,2016-01-30T12:02:51,5.54,20160130_120251.a
1.13,-27.98,18,2016-01-27T15:11:22,5.69,20160127_151122.a
-5.45,153.19,26,2016-01-26T20:03:49,5.51,20160126_200349.a
-5.43,153.19,27,2016-01-26T03:10:24,6.08,20160126_031024.a
35.59,-3.6,12,2016-01-25T04:22:06,6.38,20160125_042206.a
-19.42,-173.17,44,2016-01-25T00:00:12,5.7,20160125_000012.a
-22.49,-113.94,16,2016-01-23T10:08:06,5.53,20160123_100806.a
18.91,-107.17,16,2016-01-21T18:07:02,6.55,20160121_180702.a
37.67,101.68,14,2016-01-20T17:13:14,5.91,20160120_171314.a
22.76,121.28,28,2016-01-19T02:13:27,5.57,20160119_021327.a
-21.5,175.98,17,2016-01-18T18:24:26,5.91,20160118_182426.a
-3.81,127.25,16,2016-01-16T23:22:33,5.57,20160116_232233.a
9.62,126.54,32,2016-01-14T13:14:51,5.54,20160114_131451.a
-15.52,-177.11,18,2016-01-14T11:04:23,5.75,20160114_110423.a
42.0,142.78,54,2016-01-14T03:25:37,6.66,20160114_032537.a
-31.39,58.15,12,2016-01-12T09:45:13,5.9,20160112_094513.a
3.84,127.05,12,2016-01-11T16:38:11,6.49,20160111_163811.a
-57.69,-147.82,16,2016-01-10T12:12:07,5.68,20160110_121207.a
-30.74,-71.94,33,2016-01-08T01:12:05,5.73,20160108_011205.a
-54.46,-136.56,12,2016-01-05T09:34:19,5.96,20160105_093419.a
30.57,132.83,13,2016-01-05T02:21:14,5.86,20160105_022114.a
24.71,93.47,52,2016-01-03T23:05:27,6.72,20160103_230527.a
-28.87,-177.12,49,2016-01-01T15:02:21,5.68,20160101_150221.a
-50.65,139.45,12,2016-01-01T02:00:43,6.34,20160101_020043.a
10.97,-86.83,32,2015-12-31T10:57:02,5.83,20151231_105702.a
-6.41,154.57,41,2015-12-29T01:51:45,5.78,20151229_015145.a
-41.4,-86.23,15,2015-12-25T17:58:18,5.73,20151225_175818.a
-56.06,-123.11,12,2015-12-24T19:44:09,6.16,20151224_194409.a
-54.18,-1.17,12,2015-12-23T16:55:14,5.87,20151223_165514.a
3.66,117.56,12,2015-12-20T18:47:38,6.05,20151220_184738.a
-30.7,-71.54,62,2015-12-19T19:25:09,5.82,20151219_192509.a
-8.54,107.11,33,2015-12-19T15:03:42,5.64,20151219_150342.a
-18.17,169.46,15,2015-12-19T02:10:58,5.99,20151219_021058.a
-1.15,-15.94,12,2015-12-18T11:46:50,5.5,20151218_114650.a
15.84,-93.6,73,2015-12-17T19:49:55,6.56,20151217_194955.a
-41.21,-90.58,15,2015-12-12T23:32:55,5.62,20151212_233255.a
-59.16,-23.26,12,2015-12-10T12:05:19,5.71,20151210_120519.a
-35.97,-73.45,19,2015-12-10T00:09:37,5.53,20151210_000937.a
-16.65,175.04,19,2015-12-09T12:58:07,6.08,20151209_125807.a
-4.16,129.51,12,2015-12-09T10:21:54,6.79,20151209_102154.a
-30.92,-71.89,35,2015-12-08T12:56:13,5.61,20151208_125613.a
14.2,-91.15,99,2015-12-07T22:53:36,5.69,20151207_225336.a
38.39,72.91,12,2015-12-07T07:50:13,7.19,20151207_075013.a
-47.74,85.23,29,2015-12-04T22:25:08,7.09,20151204_222508.a
-14.92,-176.44,12,2015-12-01T17:08:32,5.75,20151201_170832.a
-8.9,67.4,24,2015-11-30T20:19:11,5.64,20151130_201911.a
-23.59,-64.56,22,2015-11-29T18:52:58,5.78,20151129_185258.a
-30.39,-72.26,12,2015-11-28T05:44:45,5.64,20151128_054445.a
43.33,146.56,76,2015-11-28T02:51:09,5.55,20151128_025109.a
-24.76,-70.9,41,2015-11-27T21:00:28,6.18,20151127_210028.a
13.02,-89.16,62,2015-11-27T11:46:27,5.5,20151127_114627.a
1.51,126.38,36,2015-11-25T18:57:44,5.7,20151125_185744.a
0.18,-17.83,17,2015-11-24T20:45:05,5.57,20151124_204505.a
17.15,-98.79,37,2015-11-23T20:41:23,5.61,20151123_204123.a
-30.66,-71.98,33,2015-11-21T23:05:34,5.79,20151121_230534.a
-7.22,130.11,100,2015-11-21T09:06:16,6.04,20151121_090616.a
26.3,142.8,18,2015-11-20T05:31:55,5.83,20151120_053155.a
-9.11,158.44,22,2015-11-18T18:31:12,6.84,20151118_183112.a
40.44,73.07,23,2015-11-17T17:29:39,5.55,20151117_172939.a
38.47,20.53,15,2015-11-17T07:10:12,6.5,20151117_071012.a
48.25,154.69,46,2015-11-16T16:49:17,5.94,20151116_164917.a
17.89,-81.97,19,2015-11-16T00:39:36,5.89,20151116_003936.a
31.39,128.69,12,2015-11-14T19:20:22,5.74,20151114_192022.a
31.13,128.67,12,2015-11-13T20:51:43,6.75,20151113_205143.a
-29.83,-64.77,34,2015-11-13T06:04:20,5.57,20151113_060420.a
-8.99,110.33,108,2015-11-11T11:45:24,5.5,20151111_114524.a
-9.07,-108.61,17,2015-11-11T06:26:37,5.59,20151111_062637.a
-29.7,-72.29,12,2015-11-11T02:46:33,6.79,20151111_024633.a
-29.47,-72.18,12,2015-11-11T01:54:47,6.79,20151111_015447.a
6.17,147.61,24,2015-11-11T00:26:59,5.63,20151111_002659.a
51.55,-173.02,16,2015-11-09T16:03:51,6.45,20151109_160351.a
6.51,94.9,16,2015-11-09T08:12:50,5.65,20151109_081250.a
6.95,94.72,25,2015-11-08T19:14:51,5.57,20151108_191451.a
6.76,94.78,15,2015-11-08T16:47:12,6.55,20151108_164712.a
51.48,-172.9,19,2015-11-08T11:33:18,5.77,20151108_113318.a
51.43,-172.85,18,2015-11-08T10:46:20,5.6,20151108_104620.a
6.98,94.68,21,2015-11-08T10:42:05,5.53,20151108_104205.a
0.78,98.78,87,2015-11-08T09:34:58,5.75,20151108_093458.a
-30.88,-71.71,45,2015-11-07T10:53:48,5.77,20151107_105348.a
-30.99,-71.66,43,2015-11-07T07:31:48,6.71,20151107_073148.a
-29.54,-72.33,12,2015-11-07T07:04:41,6.05,20151107_070441.a
-3.51,149.73,14,2015-11-04T05:52:32,5.59,20151104_055232.a
-8.2,124.95,12,2015-11-04T03:44:21,6.54,20151104_034421.a
-8.22,125.03,16,2015-11-03T21:25:04,5.64,20151103_212504.a
51.55,-173.33,17,2015-11-02T08:15:36,5.86,20151102_081536.a
-29.16,-178.0,18,2015-10-25T14:59:01,5.75,20151025_145901.a
-1.91,138.21,15,2015-10-23T22:03:27,5.84,20151023_220327.a
-45.65,37.13,20,2015-10-23T04:04:21,6.03,20151023_040421.a
-54.33,6.53,15,2015-10-23T01:40:15,6.12,20151023_014015.a
29.49,70.33,12,2015-10-23T00:27:42,5.62,20151023_002742.a
-57.48,-65.99,20,2015-10-20T20:33:16,5.52,20151020_203316.a
-16.14,-172.98,18,2015-10-18T16:18:42,6.01,20151018_161842.a
-5.26,152.98,15,2015-10-17T20:44:52,5.62,20151017_204452.a
-43.02,-83.01,17,2015-10-17T17:52:18,5.56,20151017_175218.a
-25.35,-64.59,23,2015-10-17T11:33:15,5.73,20151017_113315.a
